lcl|CDHK01000001.1_cds_CEJ53651.1_1	PMG11_00001
lcl|CDHK01000001.1_cds_CEJ54038.1_388	PMG11_00363
lcl|CDHK01000001.1_cds_CEJ54039.1_389	PMG11_00364
lcl|CDHK01000001.1_cds_CEJ54040.1_390	PMG11_00365
lcl|CDHK01000001.1_cds_CEJ54041.1_391	PMG11_00366
lcl|CDHK01000001.1_cds_CEJ54042.1_392	PMG11_00367
lcl|CDHK01000001.1_cds_CEJ54043.1_393	PMG11_00368
lcl|CDHK01000001.1_cds_CEJ54044.1_394	PMG11_00369
lcl|CDHK01000001.1_cds_CEJ54045.1_395	PMG11_00370
lcl|CDHK01000001.1_cds_CEJ54046.1_396	PMG11_00371
lcl|CDHK01000001.1_cds_CEJ54047.1_397	PMG11_00372
lcl|CDHK01000001.1_cds_CEJ54048.1_398	PMG11_00373
lcl|CDHK01000001.1_cds_CEJ54049.1_399	PMG11_00374
lcl|CDHK01000001.1_cds_CEJ54050.1_400	PMG11_00375
lcl|CDHK01000001.1_cds_CEJ54051.1_401	PMG11_00376
lcl|CDHK01000001.1_cds_CEJ54052.1_402	PMG11_00377
lcl|CDHK01000001.1_cds_CEJ54053.1_403	PMG11_00378
lcl|CDHK01000001.1_cds_CEJ54054.1_404	PMG11_00379
lcl|CDHK01000001.1_cds_CEJ54055.1_405	PMG11_00380
lcl|CDHK01000001.1_cds_CEJ54056.1_406	PMG11_00381
lcl|CDHK01000001.1_cds_CEJ54057.1_407	PMG11_00382
lcl|CDHK01000001.1_cds_CEJ54058.1_408	PMG11_00383
lcl|CDHK01000001.1_cds_CEJ54059.1_409	PMG11_00384
lcl|CDHK01000001.1_cds_CEJ54060.1_410	PMG11_00384
lcl|CDHK01000001.1_cds_CEJ54061.1_411	PMG11_00385
lcl|CDHK01000001.1_cds_CEJ54062.1_412	PMG11_00386
lcl|CDHK01000001.1_cds_CEJ54063.1_413	PMG11_00387
lcl|CDHK01000001.1_cds_CEJ54064.1_414	PMG11_00388
lcl|CDHK01000001.1_cds_CEJ54065.1_415	PMG11_00389
lcl|CDHK01000001.1_cds_CEJ54066.1_416	PMG11_00390
lcl|CDHK01000001.1_cds_CEJ54067.1_417	PMG11_00391
lcl|CDHK01000001.1_cds_CEJ54068.1_418	PMG11_00392
lcl|CDHK01000001.1_cds_CEJ54069.1_419	PMG11_00393
lcl|CDHK01000001.1_cds_CEJ54070.1_420	PMG11_00394
lcl|CDHK01000001.1_cds_CEJ54071.1_421	PMG11_00395
lcl|CDHK01000001.1_cds_CEJ54072.1_422	PMG11_00396
lcl|CDHK01000001.1_cds_CEJ54073.1_423	PMG11_00397
lcl|CDHK01000001.1_cds_CEJ54074.1_424	PMG11_00398
lcl|CDHK01000001.1_cds_CEJ54075.1_425	PMG11_00399
lcl|CDHK01000001.1_cds_CEJ54076.1_426	PMG11_00400
lcl|CDHK01000001.1_cds_CEJ54077.1_427	PMG11_00401
lcl|CDHK01000001.1_cds_CEJ54078.1_428	PMG11_00402
lcl|CDHK01000001.1_cds_CEJ54079.1_429	PMG11_00403
lcl|CDHK01000001.1_cds_CEJ54080.1_430	PMG11_00404
lcl|CDHK01000001.1_cds_CEJ54081.1_431	PMG11_00405
lcl|CDHK01000001.1_cds_CEJ54082.1_432	PMG11_00406
lcl|CDHK01000001.1_cds_CEJ54083.1_433	PMG11_00407
lcl|CDHK01000001.1_cds_CEJ54084.1_434	PMG11_00407
lcl|CDHK01000001.1_cds_CEJ54085.1_435	PMG11_00408
lcl|CDHK01000001.1_cds_CEJ54086.1_436	PMG11_00409
lcl|CDHK01000001.1_cds_CEJ54087.1_437	PMG11_00410
lcl|CDHK01000001.1_cds_CEJ54088.1_438	PMG11_00411
lcl|CDHK01000001.1_cds_CEJ54089.1_439	PMG11_00412
lcl|CDHK01000001.1_cds_CEJ54090.1_440	PMG11_00413
lcl|CDHK01000001.1_cds_CEJ54091.1_441	PMG11_00414
lcl|CDHK01000001.1_cds_CEJ54092.1_442	PMG11_00415
lcl|CDHK01000001.1_cds_CEJ54093.1_443	PMG11_00416
lcl|CDHK01000001.1_cds_CEJ54094.1_444	PMG11_00417
lcl|CDHK01000001.1_cds_CEJ54095.1_445	PMG11_00418
lcl|CDHK01000001.1_cds_CEJ54096.1_446	PMG11_00419
lcl|CDHK01000001.1_cds_CEJ54097.1_447	PMG11_00420
lcl|CDHK01000001.1_cds_CEJ54098.1_448	PMG11_00421
lcl|CDHK01000001.1_cds_CEJ54099.1_449	PMG11_00422
lcl|CDHK01000001.1_cds_CEJ54100.1_450	PMG11_00423
lcl|CDHK01000001.1_cds_CEJ54101.1_451	PMG11_00424
lcl|CDHK01000001.1_cds_CEJ54102.1_452	PMG11_00425
lcl|CDHK01000001.1_cds_CEJ54103.1_453	PMG11_00426
lcl|CDHK01000001.1_cds_CEJ54104.1_454	PMG11_00427
lcl|CDHK01000001.1_cds_CEJ54106.1_455	PMG11_00428
lcl|CDHK01000001.1_cds_CEJ54105.1_456	PMG11_00428
lcl|CDHK01000001.1_cds_CEJ54107.1_457	PMG11_00429
lcl|CDHK01000001.1_cds_CEJ54108.1_458	PMG11_00430
lcl|CDHK01000001.1_cds_CEJ54109.1_459	PMG11_00431
lcl|CDHK01000001.1_cds_CEJ54110.1_460	PMG11_00432
lcl|CDHK01000001.1_cds_CEJ54111.1_461	PMG11_00433
lcl|CDHK01000001.1_cds_CEJ54112.1_462	PMG11_00434
lcl|CDHK01000001.1_cds_CEJ54113.1_463	PMG11_00435
lcl|CDHK01000001.1_cds_CEJ54114.1_464	PMG11_00436
lcl|CDHK01000001.1_cds_CEJ54115.1_465	PMG11_00437
lcl|CDHK01000001.1_cds_CEJ54116.1_466	PMG11_00438
lcl|CDHK01000001.1_cds_CEJ54117.1_467	PMG11_00439
lcl|CDHK01000001.1_cds_CEJ54118.1_468	PMG11_00440
lcl|CDHK01000001.1_cds_CEJ54119.1_469	PMG11_00441
lcl|CDHK01000001.1_cds_CEJ54120.1_470	PMG11_00442
lcl|CDHK01000001.1_cds_CEJ54121.1_471	PMG11_00443
lcl|CDHK01000001.1_cds_CEJ54122.1_472	PMG11_00444
lcl|CDHK01000001.1_cds_CEJ54123.1_473	PMG11_00445
lcl|CDHK01000001.1_cds_CEJ54124.1_474	PMG11_00446
lcl|CDHK01000001.1_cds_CEJ54125.1_475	PMG11_00447
lcl|CDHK01000001.1_cds_CEJ54126.1_476	PMG11_00448
lcl|CDHK01000001.1_cds_CEJ54127.1_477	PMG11_00449
lcl|CDHK01000001.1_cds_CEJ54128.1_478	PMG11_00450
lcl|CDHK01000001.1_cds_CEJ54129.1_479	PMG11_00451
lcl|CDHK01000001.1_cds_CEJ54130.1_480	PMG11_00452
lcl|CDHK01000001.1_cds_CEJ54131.1_481	PMG11_00453
lcl|CDHK01000001.1_cds_CEJ54132.1_482	PMG11_00454
lcl|CDHK01000001.1_cds_CEJ54133.1_483	PMG11_00455
lcl|CDHK01000001.1_cds_CEJ54134.1_484	PMG11_00456
lcl|CDHK01000001.1_cds_CEJ54135.1_485	PMG11_00457
lcl|CDHK01000001.1_cds_CEJ54136.1_486	PMG11_00458
lcl|CDHK01000001.1_cds_CEJ54137.1_487	PMG11_00459
lcl|CDHK01000001.1_cds_CEJ54138.1_488	PMG11_00460
lcl|CDHK01000001.1_cds_CEJ54139.1_489	PMG11_00461
lcl|CDHK01000001.1_cds_CEJ54140.1_490	PMG11_00462
lcl|CDHK01000001.1_cds_CEJ54141.1_491	PMG11_00463
lcl|CDHK01000001.1_cds_CEJ54142.1_492	PMG11_00464
lcl|CDHK01000001.1_cds_CEJ54143.1_493	PMG11_00465
lcl|CDHK01000001.1_cds_CEJ54144.1_494	PMG11_00466
lcl|CDHK01000001.1_cds_CEJ54145.1_495	PMG11_00467
lcl|CDHK01000001.1_cds_CEJ54146.1_496	PMG11_00468
lcl|CDHK01000001.1_cds_CEJ54147.1_497	PMG11_00469
lcl|CDHK01000001.1_cds_CEJ54148.1_498	PMG11_00470
lcl|CDHK01000001.1_cds_CEJ54149.1_499	PMG11_00471
lcl|CDHK01000001.1_cds_CEJ54150.1_500	PMG11_00472
lcl|CDHK01000001.1_cds_CEJ54151.1_501	PMG11_00473
lcl|CDHK01000001.1_cds_CEJ54152.1_502	PMG11_00474
lcl|CDHK01000001.1_cds_CEJ54153.1_503	PMG11_00475
lcl|CDHK01000001.1_cds_CEJ54154.1_504	PMG11_00476
lcl|CDHK01000001.1_cds_CEJ54155.1_505	PMG11_00477
lcl|CDHK01000001.1_cds_CEJ54156.1_506	PMG11_00478
lcl|CDHK01000001.1_cds_CEJ54157.1_507	PMG11_00479
lcl|CDHK01000001.1_cds_CEJ54158.1_508	PMG11_00480
lcl|CDHK01000001.1_cds_CEJ54159.1_509	PMG11_00481
lcl|CDHK01000001.1_cds_CEJ54160.1_510	PMG11_00482
lcl|CDHK01000001.1_cds_CEJ54161.1_511	PMG11_00482
lcl|CDHK01000001.1_cds_CEJ54162.1_512	PMG11_00483
lcl|CDHK01000001.1_cds_CEJ54163.1_513	PMG11_00484
lcl|CDHK01000001.1_cds_CEJ54164.1_514	PMG11_00485
lcl|CDHK01000001.1_cds_CEJ54165.1_515	PMG11_00486
lcl|CDHK01000001.1_cds_CEJ54166.1_516	PMG11_00487
lcl|CDHK01000001.1_cds_CEJ54167.1_517	PMG11_00488
lcl|CDHK01000001.1_cds_CEJ54168.1_518	PMG11_00489
lcl|CDHK01000001.1_cds_CEJ54169.1_519	PMG11_00490
lcl|CDHK01000001.1_cds_CEJ54170.1_520	PMG11_00491
lcl|CDHK01000001.1_cds_CEJ54171.1_521	PMG11_00492
lcl|CDHK01000001.1_cds_CEJ54172.1_522	PMG11_00493
lcl|CDHK01000001.1_cds_CEJ54173.1_523	PMG11_00494
lcl|CDHK01000001.1_cds_CEJ54174.1_524	PMG11_00495
lcl|CDHK01000001.1_cds_CEJ54175.1_525	PMG11_00496
lcl|CDHK01000001.1_cds_CEJ54176.1_526	PMG11_00497
lcl|CDHK01000001.1_cds_CEJ54177.1_527	PMG11_00498
lcl|CDHK01000001.1_cds_CEJ54178.1_528	PMG11_00499
lcl|CDHK01000001.1_cds_CEJ54179.1_529	PMG11_00500
lcl|CDHK01000001.1_cds_CEJ54180.1_530	PMG11_00501
lcl|CDHK01000001.1_cds_CEJ54181.1_531	PMG11_00502
lcl|CDHK01000001.1_cds_CEJ54182.1_532	PMG11_00503
lcl|CDHK01000001.1_cds_CEJ54183.1_533	PMG11_00504
lcl|CDHK01000001.1_cds_CEJ54184.1_534	PMG11_00505
lcl|CDHK01000001.1_cds_CEJ54185.1_535	PMG11_00506
lcl|CDHK01000001.1_cds_CEJ54186.1_536	PMG11_00507
lcl|CDHK01000001.1_cds_CEJ54187.1_537	PMG11_00508
lcl|CDHK01000001.1_cds_CEJ54188.1_538	PMG11_00509
lcl|CDHK01000001.1_cds_CEJ54189.1_539	PMG11_00510
lcl|CDHK01000001.1_cds_CEJ54190.1_540	PMG11_00511
lcl|CDHK01000001.1_cds_CEJ54191.1_541	PMG11_00512
lcl|CDHK01000001.1_cds_CEJ54192.1_542	PMG11_00513
lcl|CDHK01000001.1_cds_CEJ54193.1_543	PMG11_00514
lcl|CDHK01000001.1_cds_CEJ54194.1_544	PMG11_00515
lcl|CDHK01000001.1_cds_CEJ54195.1_545	PMG11_00516
lcl|CDHK01000001.1_cds_CEJ54196.1_546	PMG11_00517
lcl|CDHK01000001.1_cds_CEJ54197.1_547	PMG11_00518
lcl|CDHK01000001.1_cds_CEJ54198.1_548	PMG11_00519
lcl|CDHK01000001.1_cds_CEJ54199.1_549	PMG11_00520
lcl|CDHK01000001.1_cds_CEJ54200.1_550	PMG11_00521
lcl|CDHK01000001.1_cds_CEJ54201.1_551	PMG11_00522
lcl|CDHK01000001.1_cds_CEJ54202.1_552	PMG11_00523
lcl|CDHK01000001.1_cds_CEJ54203.1_553	PMG11_00524
lcl|CDHK01000001.1_cds_CEJ54204.1_554	PMG11_00525
lcl|CDHK01000001.1_cds_CEJ54206.1_555	PMG11_00526
lcl|CDHK01000001.1_cds_CEJ54205.1_556	PMG11_00526
lcl|CDHK01000001.1_cds_CEJ54207.1_557	PMG11_00527
lcl|CDHK01000001.1_cds_CEJ54208.1_558	PMG11_00528
lcl|CDHK01000001.1_cds_CEJ54209.1_559	PMG11_00529
lcl|CDHK01000001.1_cds_CEJ54210.1_560	PMG11_00531
lcl|CDHK01000001.1_cds_CEJ54211.1_561	PMG11_00530
lcl|CDHK01000001.1_cds_CEJ54212.1_562	PMG11_00532
lcl|CDHK01000001.1_cds_CEJ54213.1_563	PMG11_00533
lcl|CDHK01000001.1_cds_CEJ54214.1_564	PMG11_00534
lcl|CDHK01000001.1_cds_CEJ54215.1_565	PMG11_00535
lcl|CDHK01000001.1_cds_CEJ54216.1_566	PMG11_00536
lcl|CDHK01000001.1_cds_CEJ54217.1_567	PMG11_00537
lcl|CDHK01000001.1_cds_CEJ54218.1_568	PMG11_00538
lcl|CDHK01000001.1_cds_CEJ54219.1_569	PMG11_00539
lcl|CDHK01000001.1_cds_CEJ54220.1_570	PMG11_00540
lcl|CDHK01000001.1_cds_CEJ54221.1_571	PMG11_00541
lcl|CDHK01000001.1_cds_CEJ54222.1_572	PMG11_00542
lcl|CDHK01000001.1_cds_CEJ54223.1_573	PMG11_00544
lcl|CDHK01000001.1_cds_CEJ54224.1_574	PMG11_00543
lcl|CDHK01000001.1_cds_CEJ54225.1_575	PMG11_00545
lcl|CDHK01000001.1_cds_CEJ54226.1_576	PMG11_00546
lcl|CDHK01000001.1_cds_CEJ54227.1_577	PMG11_00547
lcl|CDHK01000001.1_cds_CEJ54228.1_578	PMG11_00548
lcl|CDHK01000001.1_cds_CEJ54229.1_579	PMG11_00549
lcl|CDHK01000001.1_cds_CEJ54230.1_580	PMG11_00550
lcl|CDHK01000001.1_cds_CEJ54231.1_581	PMG11_00551
lcl|CDHK01000001.1_cds_CEJ54232.1_582	PMG11_00552
lcl|CDHK01000001.1_cds_CEJ54233.1_583	PMG11_00553
lcl|CDHK01000001.1_cds_CEJ54234.1_584	PMG11_00554
lcl|CDHK01000001.1_cds_CEJ54235.1_585	PMG11_00555
lcl|CDHK01000001.1_cds_CEJ54236.1_586	PMG11_00556
lcl|CDHK01000001.1_cds_CEJ54237.1_587	PMG11_00557
lcl|CDHK01000001.1_cds_CEJ54238.1_588	PMG11_00558
lcl|CDHK01000001.1_cds_CEJ54239.1_589	PMG11_00559
lcl|CDHK01000001.1_cds_CEJ54240.1_590	PMG11_00560
lcl|CDHK01000001.1_cds_CEJ54241.1_591	PMG11_00561
lcl|CDHK01000001.1_cds_CEJ54242.1_592	PMG11_00562
lcl|CDHK01000001.1_cds_CEJ54243.1_593	PMG11_00563
lcl|CDHK01000001.1_cds_CEJ54244.1_594	PMG11_00564
lcl|CDHK01000001.1_cds_CEJ54245.1_595	PMG11_00565
lcl|CDHK01000001.1_cds_CEJ54246.1_596	PMG11_00566
lcl|CDHK01000001.1_cds_CEJ54247.1_597	PMG11_00567
lcl|CDHK01000001.1_cds_CEJ54248.1_598	PMG11_00568
lcl|CDHK01000001.1_cds_CEJ54249.1_599	PMG11_00569
lcl|CDHK01000001.1_cds_CEJ54250.1_600	PMG11_00570
lcl|CDHK01000001.1_cds_CEJ54251.1_601	PMG11_00571
lcl|CDHK01000001.1_cds_CEJ54252.1_602	PMG11_00572
lcl|CDHK01000001.1_cds_CEJ54253.1_603	PMG11_00573
lcl|CDHK01000001.1_cds_CEJ54254.1_604	PMG11_00574
lcl|CDHK01000001.1_cds_CEJ54255.1_605	PMG11_00575
lcl|CDHK01000001.1_cds_CEJ54256.1_606	PMG11_00576
lcl|CDHK01000001.1_cds_CEJ54257.1_607	PMG11_00576
lcl|CDHK01000001.1_cds_CEJ54258.1_608	PMG11_00577
lcl|CDHK01000001.1_cds_CEJ54259.1_609	PMG11_00578
lcl|CDHK01000001.1_cds_CEJ54260.1_610	PMG11_00579
lcl|CDHK01000001.1_cds_CEJ54261.1_611	PMG11_00580
lcl|CDHK01000001.1_cds_CEJ54262.1_612	PMG11_00581
lcl|CDHK01000001.1_cds_CEJ54263.1_613	PMG11_00582
lcl|CDHK01000001.1_cds_CEJ54264.1_614	PMG11_00583
lcl|CDHK01000001.1_cds_CEJ54265.1_615	PMG11_00584
lcl|CDHK01000001.1_cds_CEJ54266.1_616	PMG11_00585
lcl|CDHK01000001.1_cds_CEJ54267.1_617	PMG11_00586
lcl|CDHK01000001.1_cds_CEJ54268.1_618	PMG11_00587
lcl|CDHK01000001.1_cds_CEJ54269.1_619	PMG11_00588
lcl|CDHK01000001.1_cds_CEJ54270.1_620	PMG11_00589
lcl|CDHK01000001.1_cds_CEJ54271.1_621	PMG11_00590
lcl|CDHK01000001.1_cds_CEJ54272.1_622	PMG11_00591
lcl|CDHK01000001.1_cds_CEJ54273.1_623	PMG11_00592
lcl|CDHK01000001.1_cds_CEJ54274.1_624	PMG11_00593
lcl|CDHK01000001.1_cds_CEJ54275.1_625	PMG11_00594
lcl|CDHK01000001.1_cds_CEJ54276.1_626	PMG11_00595
lcl|CDHK01000001.1_cds_CEJ54277.1_627	PMG11_00596
lcl|CDHK01000001.1_cds_CEJ54278.1_628	PMG11_00597
lcl|CDHK01000001.1_cds_CEJ54279.1_629	PMG11_00598
lcl|CDHK01000001.1_cds_CEJ54280.1_630	PMG11_00599
lcl|CDHK01000001.1_cds_CEJ54281.1_631	PMG11_00600
lcl|CDHK01000001.1_cds_CEJ54282.1_632	PMG11_00601
lcl|CDHK01000001.1_cds_CEJ54283.1_633	PMG11_00602
lcl|CDHK01000001.1_cds_CEJ54284.1_634	PMG11_00603
lcl|CDHK01000001.1_cds_CEJ54285.1_635	PMG11_00604
lcl|CDHK01000001.1_cds_CEJ54286.1_636	PMG11_00605
lcl|CDHK01000001.1_cds_CEJ54287.1_637	PMG11_00606
lcl|CDHK01000001.1_cds_CEJ54288.1_638	PMG11_00607
lcl|CDHK01000001.1_cds_CEJ54289.1_639	PMG11_00608
lcl|CDHK01000001.1_cds_CEJ54290.1_640	PMG11_00609
lcl|CDHK01000001.1_cds_CEJ54291.1_641	PMG11_00610
lcl|CDHK01000001.1_cds_CEJ54292.1_642	PMG11_00611
lcl|CDHK01000001.1_cds_CEJ54293.1_643	PMG11_00612
lcl|CDHK01000001.1_cds_CEJ54294.1_644	PMG11_00613
lcl|CDHK01000001.1_cds_CEJ54295.1_645	PMG11_00614
lcl|CDHK01000001.1_cds_CEJ54296.1_646	PMG11_00615
lcl|CDHK01000001.1_cds_CEJ54297.1_647	PMG11_00616
lcl|CDHK01000001.1_cds_CEJ54298.1_648	PMG11_00617
lcl|CDHK01000001.1_cds_CEJ54299.1_649	PMG11_00618
lcl|CDHK01000001.1_cds_CEJ54300.1_650	PMG11_00619
lcl|CDHK01000001.1_cds_CEJ54301.1_651	PMG11_00620
lcl|CDHK01000001.1_cds_CEJ54302.1_652	PMG11_00621
lcl|CDHK01000001.1_cds_CEJ54303.1_653	PMG11_00622
lcl|CDHK01000001.1_cds_CEJ54304.1_654	PMG11_00623
lcl|CDHK01000001.1_cds_CEJ54305.1_655	PMG11_00623
lcl|CDHK01000001.1_cds_CEJ54306.1_656	PMG11_00624
lcl|CDHK01000001.1_cds_CEJ54307.1_657	PMG11_00625
lcl|CDHK01000001.1_cds_CEJ54308.1_658	PMG11_00626
lcl|CDHK01000001.1_cds_CEJ54309.1_659	PMG11_00627
lcl|CDHK01000001.1_cds_CEJ54310.1_660	PMG11_00628
lcl|CDHK01000001.1_cds_CEJ54311.1_661	PMG11_00630
lcl|CDHK01000001.1_cds_CEJ54312.1_662	PMG11_00629
lcl|CDHK01000001.1_cds_CEJ54313.1_663	PMG11_00631
lcl|CDHK01000001.1_cds_CEJ54314.1_664	PMG11_00632
lcl|CDHK01000001.1_cds_CEJ54315.1_665	PMG11_00633
lcl|CDHK01000001.1_cds_CEJ54316.1_666	PMG11_00634
lcl|CDHK01000001.1_cds_CEJ54317.1_667	PMG11_00635
lcl|CDHK01000001.1_cds_CEJ54318.1_668	PMG11_00636
lcl|CDHK01000001.1_cds_CEJ54319.1_669	PMG11_00637
lcl|CDHK01000001.1_cds_CEJ54320.1_670	PMG11_00638
lcl|CDHK01000001.1_cds_CEJ54321.1_671	PMG11_00639
lcl|CDHK01000001.1_cds_CEJ54322.1_672	PMG11_00640
lcl|CDHK01000001.1_cds_CEJ54323.1_673	PMG11_00641
lcl|CDHK01000001.1_cds_CEJ54324.1_674	PMG11_00642
lcl|CDHK01000001.1_cds_CEJ54325.1_675	PMG11_00643
lcl|CDHK01000001.1_cds_CEJ54326.1_676	PMG11_00644
lcl|CDHK01000001.1_cds_CEJ54327.1_677	PMG11_00645
lcl|CDHK01000001.1_cds_CEJ54328.1_678	PMG11_00646
lcl|CDHK01000001.1_cds_CEJ54329.1_679	PMG11_00647
lcl|CDHK01000001.1_cds_CEJ54330.1_680	PMG11_00648
lcl|CDHK01000001.1_cds_CEJ54331.1_681	PMG11_00649
lcl|CDHK01000001.1_cds_CEJ54332.1_682	PMG11_00650
lcl|CDHK01000001.1_cds_CEJ54333.1_683	PMG11_00651
lcl|CDHK01000001.1_cds_CEJ54334.1_684	PMG11_00652
lcl|CDHK01000001.1_cds_CEJ54335.1_685	PMG11_00653
lcl|CDHK01000001.1_cds_CEJ54336.1_686	PMG11_00654
lcl|CDHK01000001.1_cds_CEJ54337.1_687	PMG11_00655
lcl|CDHK01000001.1_cds_CEJ54338.1_688	PMG11_00656
lcl|CDHK01000001.1_cds_CEJ54339.1_689	PMG11_00657
lcl|CDHK01000001.1_cds_CEJ54340.1_690	PMG11_00658
lcl|CDHK01000001.1_cds_CEJ54341.1_691	PMG11_00659
lcl|CDHK01000001.1_cds_CEJ54342.1_692	PMG11_00660
lcl|CDHK01000001.1_cds_CEJ54343.1_693	PMG11_00661
lcl|CDHK01000001.1_cds_CEJ54344.1_694	PMG11_00662
lcl|CDHK01000001.1_cds_CEJ54345.1_695	PMG11_00663
lcl|CDHK01000001.1_cds_CEJ54346.1_696	PMG11_00664
lcl|CDHK01000001.1_cds_CEJ54347.1_697	PMG11_00665
lcl|CDHK01000001.1_cds_CEJ54348.1_698	PMG11_00666
lcl|CDHK01000001.1_cds_CEJ54349.1_699	PMG11_00667
lcl|CDHK01000001.1_cds_CEJ54350.1_700	PMG11_00668
lcl|CDHK01000001.1_cds_CEJ54351.1_701	PMG11_00669
lcl|CDHK01000001.1_cds_CEJ54352.1_702	PMG11_00670
lcl|CDHK01000001.1_cds_CEJ54353.1_703	PMG11_00671
lcl|CDHK01000001.1_cds_CEJ54354.1_704	PMG11_00672
lcl|CDHK01000001.1_cds_CEJ54355.1_705	PMG11_00673
lcl|CDHK01000001.1_cds_CEJ54356.1_706	PMG11_00674
lcl|CDHK01000001.1_cds_CEJ54357.1_707	PMG11_00675
lcl|CDHK01000001.1_cds_CEJ54358.1_708	PMG11_00676
lcl|CDHK01000001.1_cds_CEJ54359.1_709	PMG11_00677
lcl|CDHK01000001.1_cds_CEJ54360.1_710	PMG11_00678
lcl|CDHK01000001.1_cds_CEJ54361.1_711	PMG11_00679
lcl|CDHK01000001.1_cds_CEJ54362.1_712	PMG11_00680
lcl|CDHK01000001.1_cds_CEJ54363.1_713	PMG11_00681
lcl|CDHK01000001.1_cds_CEJ54364.1_714	PMG11_00682
lcl|CDHK01000001.1_cds_CEJ54365.1_715	PMG11_00683
lcl|CDHK01000001.1_cds_CEJ54366.1_716	PMG11_00684
lcl|CDHK01000001.1_cds_CEJ54368.1_717	PMG11_00685
lcl|CDHK01000001.1_cds_CEJ54367.1_718	PMG11_00685
lcl|CDHK01000001.1_cds_CEJ54369.1_719	PMG11_00686
lcl|CDHK01000001.1_cds_CEJ54370.1_720	PMG11_00687
lcl|CDHK01000001.1_cds_CEJ54371.1_721	PMG11_00688
lcl|CDHK01000001.1_cds_CEJ54372.1_722	PMG11_00689
lcl|CDHK01000001.1_cds_CEJ54373.1_723	PMG11_00690
lcl|CDHK01000001.1_cds_CEJ54374.1_724	PMG11_00691
lcl|CDHK01000001.1_cds_CEJ54375.1_725	PMG11_00692
lcl|CDHK01000001.1_cds_CEJ54376.1_726	PMG11_00693
lcl|CDHK01000001.1_cds_CEJ54377.1_727	PMG11_00694
lcl|CDHK01000001.1_cds_CEJ54378.1_728	PMG11_00695
lcl|CDHK01000001.1_cds_CEJ54379.1_729	PMG11_00696
lcl|CDHK01000001.1_cds_CEJ54380.1_730	PMG11_00697
lcl|CDHK01000001.1_cds_CEJ54381.1_731	PMG11_00697
lcl|CDHK01000001.1_cds_CEJ54382.1_732	PMG11_00698
lcl|CDHK01000001.1_cds_CEJ54383.1_733	PMG11_00698
lcl|CDHK01000001.1_cds_CEJ54384.1_734	PMG11_00699
lcl|CDHK01000001.1_cds_CEJ54385.1_735	PMG11_00700
lcl|CDHK01000001.1_cds_CEJ54386.1_736	PMG11_00701
lcl|CDHK01000001.1_cds_CEJ54387.1_737	PMG11_00702
lcl|CDHK01000001.1_cds_CEJ54388.1_738	PMG11_00702
lcl|CDHK01000001.1_cds_CEJ54389.1_739	PMG11_00703
lcl|CDHK01000001.1_cds_CEJ54390.1_740	PMG11_00704
lcl|CDHK01000001.1_cds_CEJ54391.1_741	PMG11_00705
lcl|CDHK01000001.1_cds_CEJ54392.1_742	PMG11_00706
lcl|CDHK01000001.1_cds_CEJ54393.1_743	PMG11_00707
lcl|CDHK01000001.1_cds_CEJ54394.1_744	PMG11_00708
lcl|CDHK01000001.1_cds_CEJ54395.1_745	PMG11_00709
lcl|CDHK01000001.1_cds_CEJ54396.1_746	PMG11_00710
lcl|CDHK01000001.1_cds_CEJ54397.1_747	PMG11_00711
lcl|CDHK01000001.1_cds_CEJ54398.1_748	PMG11_00712
lcl|CDHK01000001.1_cds_CEJ54399.1_749	PMG11_00713
lcl|CDHK01000001.1_cds_CEJ54400.1_750	PMG11_00714
lcl|CDHK01000001.1_cds_CEJ54401.1_751	PMG11_00715
lcl|CDHK01000001.1_cds_CEJ54402.1_752	PMG11_00716
lcl|CDHK01000001.1_cds_CEJ54403.1_753	PMG11_00717
lcl|CDHK01000001.1_cds_CEJ54404.1_754	PMG11_00718
lcl|CDHK01000001.1_cds_CEJ54405.1_755	PMG11_00719
lcl|CDHK01000001.1_cds_CEJ54406.1_756	PMG11_00720
lcl|CDHK01000001.1_cds_CEJ54407.1_757	PMG11_00721
lcl|CDHK01000001.1_cds_CEJ54408.1_758	PMG11_00722
lcl|CDHK01000001.1_cds_CEJ54409.1_759	PMG11_00723
lcl|CDHK01000001.1_cds_CEJ54410.1_760	PMG11_00724
lcl|CDHK01000001.1_cds_CEJ54411.1_761	PMG11_00725
lcl|CDHK01000001.1_cds_CEJ54412.1_762	PMG11_00726
lcl|CDHK01000001.1_cds_CEJ54413.1_763	PMG11_00727
lcl|CDHK01000001.1_cds_CEJ54414.1_764	PMG11_00728
lcl|CDHK01000001.1_cds_CEJ54415.1_765	PMG11_00729
lcl|CDHK01000001.1_cds_CEJ54416.1_766	PMG11_00730
lcl|CDHK01000001.1_cds_CEJ54417.1_767	PMG11_00731
lcl|CDHK01000001.1_cds_CEJ54418.1_768	PMG11_00732
lcl|CDHK01000001.1_cds_CEJ54419.1_769	PMG11_00733
lcl|CDHK01000001.1_cds_CEJ54420.1_770	PMG11_00734
lcl|CDHK01000001.1_cds_CEJ54421.1_771	PMG11_00735
lcl|CDHK01000001.1_cds_CEJ54422.1_772	PMG11_00736
lcl|CDHK01000001.1_cds_CEJ54424.1_773	PMG11_00737
lcl|CDHK01000001.1_cds_CEJ54423.1_774	PMG11_00737
