locus_tag	chrom	start	end	strand	product
PMG11_00359	CDHK01000001.1	1052413	1053037	-	Putative Cytosine deaminase
PMG11_00360	CDHK01000001.1	1053822	1056937	+	Putative Mitochondrial protein import protein MAS5
PMG11_00361	CDHK01000001.1	1058926	1060855	-	hypothetical protein
PMG11_00362	CDHK01000001.1	1060980	1061994	+	Putative 60S acidic ribosomal protein P0
PMG11_00363	CDHK01000001.1	1062836	1065576	-	hypothetical protein
PMG11_00364	CDHK01000001.1	1065842	1068741	-	hypothetical protein
PMG11_00365	CDHK01000001.1	1068872	1070764	+	Putative COPII-coated vesicle component Erv46
PMG11_00366	CDHK01000001.1	1069823	1076393	-	hypothetical protein
PMG11_00367	CDHK01000001.1	1078668	1080008	-	hypothetical protein
PMG11_00368	CDHK01000001.1	1081180	1082196	+	hypothetical protein
PMG11_00369	CDHK01000001.1	1082353	1084300	-	hypothetical protein
PMG11_00370	CDHK01000001.1	1085653	1087675	+	hypothetical protein
PMG11_00371	CDHK01000001.1	1087819	1089777	-	hypothetical protein
PMG11_00372	CDHK01000001.1	1089895	1090927	+	Putative DNA-directed RNA polymerase I, II, and III subunit Rpb6
PMG11_00373	CDHK01000001.1	1091168	1093498	+	Putative Monocarboxylate transporter
PMG11_00374	CDHK01000001.1	1093661	1094361	-	Putative Acetyltransferase, (GNAT) family
PMG11_00375	CDHK01000001.1	1097447	1101456	+	Putative Sulfate transporter
PMG11_00376	CDHK01000001.1	1102136	1103480	-	hypothetical protein
PMG11_00377	CDHK01000001.1	1103552	1107322	-	Putative SAM domain-containing protein
PMG11_00378	CDHK01000001.1	1103569	1110709	+	hypothetical protein
PMG11_00379	CDHK01000001.1	1111561	1112517	+	hypothetical protein
PMG11_00380	CDHK01000001.1	1112520	1114517	-	hypothetical protein
PMG11_00381	CDHK01000001.1	1114785	1117313	-	hypothetical protein
PMG11_00382	CDHK01000001.1	1125522	1129013	+	hypothetical protein
PMG11_00383	CDHK01000001.1	1129188	1130835	+	Putative Small COPII coat GTPase sar1
PMG11_00384	CDHK01000001.1	1131062	1134278	-	Putative Serine/threonine-protein phosphatase
PMG11_00385	CDHK01000001.1	1134668	1138468	-	Putative Leucine rich repeat domain-containing protein
PMG11_00386	CDHK01000001.1	1144073	1147425	+	Putative Patatin-like phospholipase domain-containing protein ACLA_029670
PMG11_00387	CDHK01000001.1	1149626	1150140	-	hypothetical protein
PMG11_00388	CDHK01000001.1	1150979	1151381	+	hypothetical protein
PMG11_00389	CDHK01000001.1	1151273	1155245	-	hypothetical protein
PMG11_00390	CDHK01000001.1	1155847	1158559	+	Putative Proliferating cell nuclear antigen
PMG11_00391	CDHK01000001.1	1158706	1160894	+	Putative Proliferating cell nuclear antigen
PMG11_00392	CDHK01000001.1	1161079	1162295	-	hypothetical protein
PMG11_00393	CDHK01000001.1	1163168	1165136	-	hypothetical protein
PMG11_00394	CDHK01000001.1	1167469	1170013	+	hypothetical protein
PMG11_00395	CDHK01000001.1	1170327	1170914	+	Putative Translocon protein Sec61beta
PMG11_00396	CDHK01000001.1	1173771	1176950	+	Putative Urea transporter
PMG11_00397	CDHK01000001.1	1176791	1177665	-	Putative Rhodopsin family protein (AFU_orthologue; AFUA_1G04860)
PMG11_00398	CDHK01000001.1	1177872	1178837	-	Putative Dynein light chain, cytoplasmic
PMG11_00399	CDHK01000001.1	1179011	1181915	+	Putative Multiple RNA-binding domain-containing protein
PMG11_00400	CDHK01000001.1	1183030	1185553	+	Putative Abacus
PMG11_00401	CDHK01000001.1	1185866	1186894	-	hypothetical protein
PMG11_00402	CDHK01000001.1	1187840	1189262	+	Putative D-xylose reductase (XyrA)
PMG11_00403	CDHK01000001.1	1189404	1190432	+	hypothetical protein
PMG11_00404	CDHK01000001.1	1190833	1192361	-	Putative Protein phosphatase 1, regulatory subunit
PMG11_00405	CDHK01000001.1	1192748	1196127	-	Putative Phosphatase PSR1
PMG11_00406	CDHK01000001.1	1197909	1200952	+	Putative Peroxisomal ABC transporter
PMG11_00407	CDHK01000001.1	1201579	1205591	+	hypothetical protein
PMG11_00408	CDHK01000001.1	1204721	1205959	-	hypothetical protein
PMG11_00409	CDHK01000001.1	1206246	1208407	-	Putative Lysine--tRNA ligase
PMG11_00410	CDHK01000001.1	1208707	1209100	+	Putative Mitochondrial import inner membrane translocase subunit tim10
PMG11_00411	CDHK01000001.1	1209461	1212025	-	hypothetical protein
PMG11_00412	CDHK01000001.1	1213975	1216070	+	Putative Regulator of gluconeogenesis Rmd5
PMG11_00413	CDHK01000001.1	1216493	1218390	+	hypothetical protein
PMG11_00414	CDHK01000001.1	1217630	1220036	-	Putative Protein CSN12 homolog
PMG11_00415	CDHK01000001.1	1220381	1221421	+	Putative 60S ribosomal protein L20
PMG11_00416	CDHK01000001.1	1222160	1223350	+	Putative NADH-cytochrome b5 reductase 2
PMG11_00417	CDHK01000001.1	1224400	1226427	+	hypothetical protein
PMG11_00418	CDHK01000001.1	1226928	1227732	+	hypothetical protein
PMG11_00419	CDHK01000001.1	1227782	1231716	+	Putative Urease
PMG11_00420	CDHK01000001.1	1231804	1232755	+	hypothetical protein
PMG11_00421	CDHK01000001.1	1232967	1238441	-	hypothetical protein
PMG11_00422	CDHK01000001.1	1236578	1237970	+	hypothetical protein
PMG11_00423	CDHK01000001.1	1238547	1240737	+	hypothetical protein
PMG11_00424	CDHK01000001.1	1240818	1251316	+	hypothetical protein
PMG11_00425	CDHK01000001.1	1248881	1251028	-	hypothetical protein
PMG11_00426	CDHK01000001.1	1252331	1254068	+	hypothetical protein
PMG11_00427	CDHK01000001.1	1254174	1255549	+	Putative Ribosomal protein L15
PMG11_00428	CDHK01000001.1	1255652	1260327	+	hypothetical protein
PMG11_00429	CDHK01000001.1	1262063	1264822	+	hypothetical protein
PMG11_00430	CDHK01000001.1	1265233	1265739	-	hypothetical protein
PMG11_00431	CDHK01000001.1	1266248	1267502	-	hypothetical protein
PMG11_00432	CDHK01000001.1	1269849	1270798	+	hypothetical protein
PMG11_00433	CDHK01000001.1	1271164	1272385	+	Putative Ethanolamine utilization protein
PMG11_00434	CDHK01000001.1	1272769	1273262	-	hypothetical protein
PMG11_00435	CDHK01000001.1	1275956	1277086	+	Putative Alcohol dehydrogenase
PMG11_00436	CDHK01000001.1	1277750	1278631	+	hypothetical protein
PMG11_00437	CDHK01000001.1	1279394	1281860	-	hypothetical protein
PMG11_00438	CDHK01000001.1	1282170	1283691	+	hypothetical protein
PMG11_00439	CDHK01000001.1	1284146	1287069	-	hypothetical protein
PMG11_00440	CDHK01000001.1	1287757	1289361	-	Putative Hexose transporter protein
PMG11_00441	CDHK01000001.1	1290879	1293545	-	hypothetical protein
PMG11_00442	CDHK01000001.1	1297980	1299455	-	Putative NifU-related protein
PMG11_00443	CDHK01000001.1	1301473	1302543	+	hypothetical protein
PMG11_00444	CDHK01000001.1	1302932	1308173	+	hypothetical protein
PMG11_00445	CDHK01000001.1	1308312	1310780	+	hypothetical protein
PMG11_00446	CDHK01000001.1	1309544	1310893	-	Putative ATP-binding domain-containing protein 3
PMG11_00447	CDHK01000001.1	1311076	1312492	-	hypothetical protein
PMG11_00448	CDHK01000001.1	1316132	1316685	+	hypothetical protein
PMG11_00449	CDHK01000001.1	1320020	1321170	+	hypothetical protein
PMG11_00450	CDHK01000001.1	1322151	1325297	-	hypothetical protein
PMG11_00451	CDHK01000001.1	1326087	1329098	+	hypothetical protein
PMG11_00452	CDHK01000001.1	1328671	1329990	-	hypothetical protein
PMG11_00453	CDHK01000001.1	1334088	1334914	-	hypothetical protein
PMG11_00454	CDHK01000001.1	1336945	1337867	+	Putative C-8 sterol isomerase
PMG11_00455	CDHK01000001.1	1338099	1338994	-	hypothetical protein
PMG11_00456	CDHK01000001.1	1339409	1341186	-	hypothetical protein
PMG11_00457	CDHK01000001.1	1341647	1342102	+	hypothetical protein
PMG11_00458	CDHK01000001.1	1342760	1344503	+	Putative Permease of the major facilitator superfamily
PMG11_00459	CDHK01000001.1	1345023	1346378	+	hypothetical protein
PMG11_00460	CDHK01000001.1	1346667	1348293	+	Putative Isopenicillin N synthase and related dioxygenases
PMG11_00461	CDHK01000001.1	1348856	1350358	-	hypothetical protein
PMG11_00462	CDHK01000001.1	1350778	1351798	+	hypothetical protein
PMG11_00463	CDHK01000001.1	1352158	1354109	-	Putative Acyl-CoA synthetase
PMG11_00464	CDHK01000001.1	1355810	1357773	+	hypothetical protein
PMG11_00465	CDHK01000001.1	1359430	1362154	+	Putative C6 zinc finger domain protein
PMG11_00466	CDHK01000001.1	1362403	1367801	+	hypothetical protein
PMG11_00467	CDHK01000001.1	1369848	1370409	-	Putative Efflux pump
PMG11_00468	CDHK01000001.1	1372255	1373662	+	hypothetical protein
PMG11_00469	CDHK01000001.1	1373871	1375325	-	Putative Function: human Crym is a NADP-regulated thyroid hormone receptor
PMG11_00470	CDHK01000001.1	1378748	1379734	+	hypothetical protein
PMG11_00471	CDHK01000001.1	1379914	1381167	-	hypothetical protein
PMG11_00472	CDHK01000001.1	1381716	1384917	-	hypothetical protein
PMG11_00473	CDHK01000001.1	1385398	1386366	+	Putative 37S ribosomal protein Mrp10, mitochondrial
PMG11_00474	CDHK01000001.1	1386448	1388132	-	Putative Cytochrome P450 monooxygenase
PMG11_00475	CDHK01000001.1	1388490	1390865	-	Putative Ca2 /H antiporter VCX1
PMG11_00476	CDHK01000001.1	1391118	1399011	-	hypothetical protein
PMG11_00477	CDHK01000001.1	1399401	1404674	-	hypothetical protein
PMG11_00478	CDHK01000001.1	1404963	1406199	+	Putative SRP40_C-domain-containing protein (Fragment)
PMG11_00479	CDHK01000001.1	1405023	1408708	-	hypothetical protein
PMG11_00480	CDHK01000001.1	1408688	1410179	+	hypothetical protein
PMG11_00481	CDHK01000001.1	1410447	1414327	+	Putative SPX domain protein
PMG11_00482	CDHK01000001.1	1414568	1416254	-	Putative Remark: Protein is rich in proline
PMG11_00483	CDHK01000001.1	1417736	1418303	+	hypothetical protein
PMG11_00484	CDHK01000001.1	1418744	1419951	+	hypothetical protein
PMG11_00485	CDHK01000001.1	1420790	1421575	+	Putative 40S ribosomal protein S8
PMG11_00486	CDHK01000001.1	1421853	1423124	+	hypothetical protein
PMG11_00487	CDHK01000001.1	1423906	1426722	-	hypothetical protein
PMG11_00488	CDHK01000001.1	1428078	1431012	-	hypothetical protein
PMG11_00489	CDHK01000001.1	1431207	1432142	+	hypothetical protein
PMG11_00490	CDHK01000001.1	1432277	1436691	+	hypothetical protein
PMG11_00491	CDHK01000001.1	1437521	1439847	+	Putative Polyadenylate-binding protein
PMG11_00492	CDHK01000001.1	1440676	1443019	+	hypothetical protein
PMG11_00493	CDHK01000001.1	1443481	1444627	-	Putative Tartrate dehydrogenase
PMG11_00494	CDHK01000001.1	1444873	1445874	+	hypothetical protein
PMG11_00495	CDHK01000001.1	1446303	1447759	+	hypothetical protein
PMG11_00496	CDHK01000001.1	1448085	1449771	+	Putative Methionine aminopeptidase
PMG11_00497	CDHK01000001.1	1449716	1452996	+	hypothetical protein
PMG11_00498	CDHK01000001.1	1453004	1453778	-	hypothetical protein
PMG11_00499	CDHK01000001.1	1454933	1455340	+	hypothetical protein
PMG11_00500	CDHK01000001.1	1456287	1458951	-	hypothetical protein
PMG11_00501	CDHK01000001.1	1460309	1461640	+	hypothetical protein
PMG11_00502	CDHK01000001.1	1461869	1464063	+	hypothetical protein
PMG11_00503	CDHK01000001.1	1464542	1465731	+	hypothetical protein
PMG11_00504	CDHK01000001.1	1466385	1468016	+	hypothetical protein
PMG11_00505	CDHK01000001.1	1469842	1470765	-	hypothetical protein
PMG11_00506	CDHK01000001.1	1471584	1472853	+	hypothetical protein
PMG11_00507	CDHK01000001.1	1472955	1474270	-	Putative Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial
PMG11_00508	CDHK01000001.1	1474849	1477462	-	Putative Succinyl-CoA:3-ketoacid-coenzyme A transferase
PMG11_00509	CDHK01000001.1	1478242	1480388	+	Putative Aryl-alcohol oxidase; vanillyl-alcohol oxidase
PMG11_00510	CDHK01000001.1	1480715	1482600	+	hypothetical protein
PMG11_00511	CDHK01000001.1	1483053	1484820	+	Putative Adenylosuccinate lyase
PMG11_00512	CDHK01000001.1	1485228	1487002	+	Putative Homogentisate 1,2-dioxygenase
PMG11_00513	CDHK01000001.1	1487671	1491932	+	hypothetical protein
PMG11_00514	CDHK01000001.1	1489505	1492423	-	Putative NAD dehydrogenase
PMG11_00515	CDHK01000001.1	1492499	1495336	-	Putative Vps52 / Sac2 family protein
PMG11_00516	CDHK01000001.1	1495185	1496040	+	Putative Eukaryotic translation initiation factor 5A
PMG11_00517	CDHK01000001.1	1496586	1498975	+	hypothetical protein
PMG11_00518	CDHK01000001.1	1499194	1500101	+	Putative ZYBA0S16-00628g1_1
PMG11_00519	CDHK01000001.1	1500746	1502153	-	Putative Yip1 domain family
PMG11_00520	CDHK01000001.1	1502327	1505262	-	hypothetical protein
PMG11_00521	CDHK01000001.1	1504765	1508765	+	hypothetical protein
PMG11_00522	CDHK01000001.1	1509364	1512681	+	Putative Eukaryotic translation initiation factor 5B
PMG11_00523	CDHK01000001.1	1513117	1514030	-	hypothetical protein
PMG11_00524	CDHK01000001.1	1516793	1519258	-	Putative Cytochrome P450 61
PMG11_00525	CDHK01000001.1	1520014	1522171	-	Putative Signal recognition particle subunit SRP68
PMG11_00526	CDHK01000001.1	1522238	1526548	+	hypothetical protein
PMG11_00527	CDHK01000001.1	1526725	1530018	+	Putative DNA replication licensing factor MCM3
PMG11_00528	CDHK01000001.1	1530306	1531154	-	Putative Allantoin catabolism protein
PMG11_00529	CDHK01000001.1	1531549	1534134	-	hypothetical protein
PMG11_00530	CDHK01000001.1	1534535	1539254	+	Putative Abhydrolase domain-containing protein
PMG11_00531	CDHK01000001.1	1534535	1536634	-	Putative Spo7-like protein
PMG11_00532	CDHK01000001.1	1539808	1541163	-	hypothetical protein
PMG11_00533	CDHK01000001.1	1541385	1542575	+	hypothetical protein
PMG11_00534	CDHK01000001.1	1542678	1545523	-	Putative Acetamidase regulatory protein
PMG11_00535	CDHK01000001.1	1546474	1547539	-	Putative HAPC
PMG11_00536	CDHK01000001.1	1548958	1550048	-	Putative Prefoldin subunit 2
PMG11_00537	CDHK01000001.1	1550059	1553725	+	Putative Pre-mRNA splicing factor ATP-dependent RNA helicase prp16
PMG11_00538	CDHK01000001.1	1553566	1554226	-	Putative OST2p
PMG11_00539	CDHK01000001.1	1554621	1555426	-	Putative Catalytic activity: An alcohol NAD() = an aldehyde or ketone NADH
PMG11_00540	CDHK01000001.1	1555736	1558747	-	hypothetical protein
PMG11_00541	CDHK01000001.1	1559368	1561335	-	hypothetical protein
PMG11_00542	CDHK01000001.1	1567967	1570407	+	hypothetical protein
PMG11_00543	CDHK01000001.1	1571656	1578927	+	Putative YFL034W (Fragment)
PMG11_00544	CDHK01000001.1	1571967	1573865	-	hypothetical protein
PMG11_00545	CDHK01000001.1	1579292	1580879	+	hypothetical protein
PMG11_00546	CDHK01000001.1	1582068	1584949	+	Putative Protease
PMG11_00547	CDHK01000001.1	1585000	1587422	+	hypothetical protein
PMG11_00548	CDHK01000001.1	1587869	1588283	+	Putative UPF0136 domain protein
PMG11_00549	CDHK01000001.1	1589220	1590647	-	hypothetical protein
PMG11_00550	CDHK01000001.1	1591275	1593773	-	hypothetical protein
PMG11_00551	CDHK01000001.1	1596037	1597057	-	Putative 4-carboxymuconolactone decarboxylase family protein
PMG11_00552	CDHK01000001.1	1597699	1600031	+	hypothetical protein
PMG11_00553	CDHK01000001.1	1599931	1601904	-	hypothetical protein
PMG11_00554	CDHK01000001.1	1602590	1606122	+	hypothetical protein
PMG11_00555	CDHK01000001.1	1606264	1606979	-	hypothetical protein
PMG11_00556	CDHK01000001.1	1608377	1609225	-	hypothetical protein
PMG11_00557	CDHK01000001.1	1614458	1615767	+	Putative Aspartate aminotransferase
PMG11_00558	CDHK01000001.1	1616145	1617822	-	Putative Vanillin dehydrogenase
PMG11_00559	CDHK01000001.1	1618493	1619494	-	hypothetical protein
PMG11_00560	CDHK01000001.1	1621778	1624100	-	Putative (Trans)glycosidase
PMG11_00561	CDHK01000001.1	1626207	1627947	-	hypothetical protein
PMG11_00562	CDHK01000001.1	1628654	1629830	-	hypothetical protein
PMG11_00563	CDHK01000001.1	1630231	1631623	+	Putative Alpha-ketoglutarate dependent xanthine dioxygenase
PMG11_00564	CDHK01000001.1	1633473	1634837	+	hypothetical protein
PMG11_00565	CDHK01000001.1	1635946	1636875	+	hypothetical protein
PMG11_00566	CDHK01000001.1	1636757	1641039	-	Putative Importin 11
PMG11_00567	CDHK01000001.1	1641298	1641975	+	hypothetical protein
PMG11_00568	CDHK01000001.1	1642567	1644288	+	hypothetical protein
PMG11_00569	CDHK01000001.1	1643680	1646648	-	Putative Acid phosphatase PHOa
PMG11_00570	CDHK01000001.1	1648270	1651201	+	Putative Peroxisome biosynthesis protein Peroxin-2
PMG11_00571	CDHK01000001.1	1649040	1650983	-	hypothetical protein
PMG11_00572	CDHK01000001.1	1651519	1653748	+	Putative Dihydroxy acid dehydratase
PMG11_00573	CDHK01000001.1	1653923	1656795	+	hypothetical protein
PMG11_00574	CDHK01000001.1	1657947	1658936	+	Putative 40S ribosomal protein S19
PMG11_00575	CDHK01000001.1	1658638	1660281	-	hypothetical protein
PMG11_00576	CDHK01000001.1	1660678	1663259	-	Putative CAIB/BAIF family enzyme
PMG11_00577	CDHK01000001.1	1663367	1665777	+	hypothetical protein
PMG11_00578	CDHK01000001.1	1665792	1667705	-	hypothetical protein
PMG11_00579	CDHK01000001.1	1672172	1673323	+	hypothetical protein
PMG11_00580	CDHK01000001.1	1674696	1676449	-	hypothetical protein
PMG11_00581	CDHK01000001.1	1678803	1679579	-	hypothetical protein
PMG11_00582	CDHK01000001.1	1680411	1681896	-	Putative ADP,ATP carrier protein
PMG11_00583	CDHK01000001.1	1683561	1685634	-	hypothetical protein
PMG11_00584	CDHK01000001.1	1685711	1691462	+	hypothetical protein
PMG11_00585	CDHK01000001.1	1690771	1691409	-	hypothetical protein
PMG11_00586	CDHK01000001.1	1691991	1693954	+	Putative UDP-Glc/Gal endoplasmic reticulum nucleotide sugar transporter
PMG11_00587	CDHK01000001.1	1693803	1694441	-	Putative Peptidyl-prolyl cis-trans isomerase pin4
PMG11_00588	CDHK01000001.1	1694788	1695735	+	hypothetical protein
PMG11_00589	CDHK01000001.1	1695052	1697750	-	hypothetical protein
PMG11_00590	CDHK01000001.1	1697474	1702971	+	hypothetical protein
PMG11_00591	CDHK01000001.1	1703100	1704511	+	Putative 40S ribosomal protein S12
PMG11_00592	CDHK01000001.1	1704547	1706825	-	hypothetical protein
PMG11_00593	CDHK01000001.1	1707667	1709976	+	hypothetical protein
PMG11_00594	CDHK01000001.1	1711692	1712756	-	hypothetical protein
PMG11_00595	CDHK01000001.1	1712945	1715011	+	hypothetical protein
PMG11_00596	CDHK01000001.1	1715197	1716841	+	hypothetical protein
PMG11_00597	CDHK01000001.1	1717290	1719656	-	Putative Amine oxidase
PMG11_00598	CDHK01000001.1	1719811	1722293	-	hypothetical protein
PMG11_00599	CDHK01000001.1	1724724	1726302	-	hypothetical protein
PMG11_00600	CDHK01000001.1	1726500	1730631	+	hypothetical protein
PMG11_00601	CDHK01000001.1	1731875	1733630	-	hypothetical protein
PMG11_00602	CDHK01000001.1	1741806	1743428	-	Putative GTP binding protein
PMG11_00603	CDHK01000001.1	1743663	1745317	+	Putative Cysteine dioxygenase
PMG11_00604	CDHK01000001.1	1745687	1747753	-	Putative Neutral amino acid permease
PMG11_00605	CDHK01000001.1	1749357	1752026	-	Putative Glycosyl transferase family 8 protein
PMG11_00606	CDHK01000001.1	1753088	1754674	-	hypothetical protein
PMG11_00607	CDHK01000001.1	1755043	1757460	-	hypothetical protein
PMG11_00608	CDHK01000001.1	1758610	1760112	-	hypothetical protein
PMG11_00609	CDHK01000001.1	1760421	1763718	-	Putative Protein phosphatase 2 (Formerly 2A), regulatory subunit A
